PersonID,Full Name,Preferred Name,Is Employee,Is Salesperson,Phone Number,Email Address
1029,"Filips Jaunzems","Filips",False,False,"(210) 555-0100","filips@tailspintoys.com"
1030,"Bharati Bhowmick","Bharati",False,False,"(210) 555-0100","bharati@tailspintoys.com"
1063,"Nikolajs Kalejs","Nikolajs",False,False,"(210) 555-0100","nikolajs@tailspintoys.com"
1064,"Philippe Lamy","Philippe",False,False,"(210) 555-0100","philippe@tailspintoys.com"
1067,"Anjali Asthana","Anjali",False,False,"(210) 555-0100","anjali@tailspintoys.com"
1068,"Hanuman Negi","Hanuman",False,False,"(210) 555-0100","hanuman@tailspintoys.com"
1079,"Alena Prikrylova","Alena",False,False,"(210) 555-0100","alena@tailspintoys.com"
1080,"Catina Bojin","Catina",False,False,"(210) 555-0100","catina@tailspintoys.com"
1129,"Hanuman Dubey","Hanuman",False,False,"(210) 555-0100","hanuman@tailspintoys.com"
1130,"Paola Loggia","Paola",False,False,"(210) 555-0100","paola@tailspintoys.com"
1189,"Alba Ponce","Alba",False,False,"(210) 555-0100","alba@tailspintoys.com"
1190,"Antra Dzene","Antra",False,False,"(210) 555-0100","antra@tailspintoys.com"
1191,"Piper Leigh","Piper",False,False,"(210) 555-0100","piper@tailspintoys.com"
1192,"Jautrite Krievina","Jautrite",False,False,"(210) 555-0100","jautrite@tailspintoys.com"
1311,"Dilara Ayhan","Dilara",False,False,"(210) 555-0100","dilara@tailspintoys.com"
1312,"Virgiliu Vladu","Virgiliu",False,False,"(210) 555-0100","virgiliu@tailspintoys.com"
1331,"Vlastimil Bohuslav","Vlastimil",False,False,"(210) 555-0100","vlastimil@tailspintoys.com"
1332,"Beau  Boule","Beau",False,False,"(210) 555-0100","beau @tailspintoys.com"
1333,"Nejc Vosnik","Nejc",False,False,"(210) 555-0100","nejc@tailspintoys.com"
1334,"Amalendu Veturi","Amalendu",False,False,"(210) 555-0100","amalendu@tailspintoys.com"
1335,"Anindo Mazumdar","Anindo",False,False,"(210) 555-0100","anindo@tailspintoys.com"
1336,"Tarja Saikkonen","Tarja",False,False,"(210) 555-0100","tarja@tailspintoys.com"
1375,"Rachelle Brasseur","Rachelle",False,False,"(210) 555-0100","rachelle@tailspintoys.com"
1376,"Bholanath Das","Bholanath",False,False,"(210) 555-0100","bholanath@tailspintoys.com"
2015,"Bhaagyalakshmi Muppavarapu","Bhaagyalakshmi",False,False,"(210) 555-0100","bhaagyalakshmi@wingtiptoys.com"
2016,"Durjoy Bose","Durjoy",False,False,"(210) 555-0100","durjoy@wingtiptoys.com"
2019,"Miroslav Kohout","Miroslav",False,False,"(210) 555-0100","miroslav@wingtiptoys.com"
2020,"Teresa Torres","Teresa",False,False,"(210) 555-0100","teresa@wingtiptoys.com"
2025,"Raine Knihtila","Raine",False,False,"(210) 555-0100","raine@wingtiptoys.com"
2026,"Dhir Mazumdar","Dhir",False,False,"(210) 555-0100","dhir@wingtiptoys.com"
